backend,knot_points,sqp_budget_us,test_iters,tol_index,pcg_exit_tol,linsys_time_us
hip-nvidia,128,5000,1,2,0.0001,936.12
hip-nvidia,128,5000,1,2,0.0001,250.207
hip-nvidia,128,5000,1,2,0.0001,287.533
hip-nvidia,128,5000,1,2,0.0001,651.561
hip-nvidia,128,5000,1,2,0.0001,1057.67
hip-nvidia,128,5000,1,2,0.0001,639.557
hip-nvidia,128,5000,1,2,0.0001,1259.61
hip-nvidia,128,5000,1,2,0.0001,1136.63
hip-nvidia,128,5000,1,2,0.0001,1121.67
hip-nvidia,128,5000,1,2,0.0001,1157.48
hip-nvidia,128,5000,1,2,0.0001,1153.85
hip-nvidia,128,5000,1,2,0.0001,1104.29
hip-nvidia,128,5000,1,2,0.0001,1173.39
hip-nvidia,128,5000,1,2,0.0001,1292.13
hip-nvidia,128,5000,1,2,0.0001,704.527
hip-nvidia,128,5000,1,2,0.0001,1157.46
hip-nvidia,128,5000,1,2,0.0001,1088.84
hip-nvidia,128,5000,1,2,0.0001,202.169
hip-nvidia,128,5000,1,2,0.0001,205.599
hip-nvidia,128,5000,1,2,0.0001,215.758
hip-nvidia,128,5000,1,2,0.0001,263.905
hip-nvidia,128,5000,1,2,0.0001,327.398
hip-nvidia,128,5000,1,2,0.0001,255.536
hip-nvidia,128,5000,1,2,0.0001,1005.81
hip-nvidia,128,5000,1,2,0.0001,734.634
hip-nvidia,128,5000,1,2,0.0001,640.002
hip-nvidia,128,5000,1,2,0.0001,191.772
hip-nvidia,128,5000,1,2,0.0001,456.458
hip-nvidia,128,5000,1,2,0.0001,998.69
hip-nvidia,128,5000,1,2,0.0001,1092.16
hip-nvidia,128,5000,1,2,0.0001,715.879
hip-nvidia,128,5000,1,2,0.0001,198.381
hip-nvidia,128,5000,1,2,0.0001,1236.08
hip-nvidia,128,5000,1,2,0.0001,1288.71
hip-nvidia,128,5000,1,2,0.0001,729.783
hip-nvidia,128,5000,1,2,0.0001,262.331
hip-nvidia,128,5000,1,2,0.0001,1008.5
hip-nvidia,128,5000,1,2,0.0001,1269.62
hip-nvidia,128,5000,1,2,0.0001,1326.62
hip-nvidia,128,5000,1,2,0.0001,1144.61
hip-nvidia,128,5000,1,2,0.0001,1117.95
hip-nvidia,128,5000,1,2,0.0001,1173.23
hip-nvidia,128,5000,1,2,0.0001,1232.93
hip-nvidia,128,5000,1,2,0.0001,1137.75
hip-nvidia,128,5000,1,2,0.0001,1251.91
hip-nvidia,128,5000,1,2,0.0001,600.604
hip-nvidia,128,5000,1,2,0.0001,479.955
hip-nvidia,128,5000,1,2,0.0001,409.038
hip-nvidia,128,5000,1,2,0.0001,932.06
hip-nvidia,128,5000,1,2,0.0001,346.24
hip-nvidia,128,5000,1,2,0.0001,387.722
hip-nvidia,128,5000,1,2,0.0001,245.486
hip-nvidia,128,5000,1,2,0.0001,160.231
hip-nvidia,128,5000,1,2,0.0001,842.53
hip-nvidia,128,5000,1,2,0.0001,305.571
hip-nvidia,128,5000,1,2,0.0001,572.103
hip-nvidia,128,5000,1,2,0.0001,205.252
hip-nvidia,128,5000,1,2,0.0001,235.533
hip-nvidia,128,5000,1,2,0.0001,740.354
hip-nvidia,128,5000,1,2,0.0001,410.926
hip-nvidia,128,5000,1,2,0.0001,597.934
hip-nvidia,128,5000,1,2,0.0001,239.17
hip-nvidia,128,5000,1,2,0.0001,180.874
hip-nvidia,128,5000,1,2,0.0001,1086.69
hip-nvidia,128,5000,1,2,0.0001,513.048
hip-nvidia,128,5000,1,2,0.0001,907.097
hip-nvidia,128,5000,1,2,0.0001,1087.98
hip-nvidia,128,5000,1,2,0.0001,350.875
hip-nvidia,128,5000,1,2,0.0001,194.648
hip-nvidia,128,5000,1,2,0.0001,388.959
hip-nvidia,128,5000,1,2,0.0001,766.077
hip-nvidia,128,5000,1,2,0.0001,801.058
hip-nvidia,128,5000,1,2,0.0001,1245.89
hip-nvidia,128,5000,1,2,0.0001,934.481
hip-nvidia,128,5000,1,2,0.0001,497.744
hip-nvidia,128,5000,1,2,0.0001,635.075
hip-nvidia,128,5000,1,2,0.0001,255.048
hip-nvidia,128,5000,1,2,0.0001,293.817
hip-nvidia,128,5000,1,2,0.0001,258.716
hip-nvidia,128,5000,1,2,0.0001,274.856
hip-nvidia,128,5000,1,2,0.0001,265.75
hip-nvidia,128,5000,1,2,0.0001,260.703
hip-nvidia,128,5000,1,2,0.0001,248.786
hip-nvidia,128,5000,1,2,0.0001,278.155
hip-nvidia,128,5000,1,2,0.0001,295.499
hip-nvidia,128,5000,1,2,0.0001,499.329
hip-nvidia,128,5000,1,2,0.0001,180.169
hip-nvidia,128,5000,1,2,0.0001,177.499
hip-nvidia,128,5000,1,2,0.0001,196.699
hip-nvidia,128,5000,1,2,0.0001,240.363
hip-nvidia,128,5000,1,2,0.0001,301.968
hip-nvidia,128,5000,1,2,0.0001,341.497
hip-nvidia,128,5000,1,2,0.0001,169.012
hip-nvidia,128,5000,1,2,0.0001,195.928
hip-nvidia,128,5000,1,2,0.0001,257.555
hip-nvidia,128,5000,1,2,0.0001,426.318
hip-nvidia,128,5000,1,2,0.0001,349.778
hip-nvidia,128,5000,1,2,0.0001,288.434
hip-nvidia,128,5000,1,2,0.0001,279.989
hip-nvidia,128,5000,1,2,0.0001,248.308
hip-nvidia,128,5000,1,2,0.0001,249.186
hip-nvidia,128,5000,1,2,0.0001,935.783
hip-nvidia,128,5000,1,2,0.0001,1141.52
hip-nvidia,128,5000,1,2,0.0001,403.72
hip-nvidia,128,5000,1,2,0.0001,383.598
hip-nvidia,128,5000,1,2,0.0001,171.378
hip-nvidia,128,5000,1,2,0.0001,335.94
hip-nvidia,128,5000,1,2,0.0001,411.176
hip-nvidia,128,5000,1,2,0.0001,191.945
hip-nvidia,128,5000,1,2,0.0001,222.129
hip-nvidia,128,5000,1,2,0.0001,179.703
hip-nvidia,128,5000,1,2,0.0001,324.174
hip-nvidia,128,5000,1,2,0.0001,177.261
hip-nvidia,128,5000,1,2,0.0001,255.514
hip-nvidia,128,5000,1,2,0.0001,173.309
hip-nvidia,128,5000,1,2,0.0001,1138.44
hip-nvidia,128,5000,1,2,0.0001,1075.59
hip-nvidia,128,5000,1,2,0.0001,446.45
hip-nvidia,128,5000,1,2,0.0001,451.226
hip-nvidia,128,5000,1,2,0.0001,1177.34
hip-nvidia,128,5000,1,2,0.0001,333.367
hip-nvidia,128,5000,1,2,0.0001,333.476
hip-nvidia,128,5000,1,2,0.0001,867.579
hip-nvidia,128,5000,1,2,0.0001,268.81
hip-nvidia,128,5000,1,2,0.0001,255.96
hip-nvidia,128,5000,1,2,0.0001,492.404
hip-nvidia,128,5000,1,2,0.0001,228.739
hip-nvidia,128,5000,1,2,0.0001,212.534
hip-nvidia,128,5000,1,2,0.0001,188.049
hip-nvidia,128,5000,1,2,0.0001,181.699
hip-nvidia,128,5000,1,2,0.0001,212.458
hip-nvidia,128,5000,1,2,0.0001,268.148
hip-nvidia,128,5000,1,2,0.0001,285.623
hip-nvidia,128,5000,1,2,0.0001,262.201
hip-nvidia,128,5000,1,2,0.0001,173.179
hip-nvidia,128,5000,1,2,0.0001,376.803
hip-nvidia,128,5000,1,2,0.0001,427.641
hip-nvidia,128,5000,1,2,0.0001,394.082
hip-nvidia,128,5000,1,2,0.0001,228.348
hip-nvidia,128,5000,1,2,0.0001,906.663
hip-nvidia,128,5000,1,2,0.0001,650.714
hip-nvidia,128,5000,1,2,0.0001,401.995
hip-nvidia,128,5000,1,2,0.0001,229.13
hip-nvidia,128,5000,1,2,0.0001,175.568
hip-nvidia,128,5000,1,2,0.0001,165.875
hip-nvidia,128,5000,1,2,0.0001,221.76
hip-nvidia,128,5000,1,2,0.0001,839.827
hip-nvidia,128,5000,1,2,0.0001,336.819
hip-nvidia,128,5000,1,2,0.0001,1152.03
hip-nvidia,128,5000,1,2,0.0001,1141.66
hip-nvidia,128,5000,1,2,0.0001,1100.92
hip-nvidia,128,5000,1,2,0.0001,541.354
hip-nvidia,128,5000,1,2,0.0001,478.773
hip-nvidia,128,5000,1,2,0.0001,375.913
hip-nvidia,128,5000,1,2,0.0001,918.439
hip-nvidia,128,5000,1,2,0.0001,312.594
hip-nvidia,128,5000,1,2,0.0001,344.785
hip-nvidia,128,5000,1,2,0.0001,766.62
hip-nvidia,128,5000,1,2,0.0001,896.233
hip-nvidia,128,5000,1,2,0.0001,324.554
hip-nvidia,128,5000,1,2,0.0001,234.752
hip-nvidia,128,5000,1,2,0.0001,389.198
hip-nvidia,128,5000,1,2,0.0001,229.769
hip-nvidia,128,5000,1,2,0.0001,181.276
hip-nvidia,128,5000,1,2,0.0001,166.971
hip-nvidia,128,5000,1,2,0.0001,249.198
hip-nvidia,128,5000,1,2,0.0001,979.588
hip-nvidia,128,5000,1,2,0.0001,545.565
hip-nvidia,128,5000,1,2,0.0001,966.369
hip-nvidia,128,5000,1,2,0.0001,1055.27
hip-nvidia,128,5000,1,2,0.0001,676.199
hip-nvidia,128,5000,1,2,0.0001,162.055
hip-nvidia,128,5000,1,2,0.0001,161.523
hip-nvidia,128,5000,1,2,0.0001,192.488
hip-nvidia,128,5000,1,2,0.0001,178.02
hip-nvidia,128,5000,1,2,0.0001,162.5
hip-nvidia,128,5000,1,2,0.0001,173.038
hip-nvidia,128,5000,1,2,0.0001,360.186
hip-nvidia,128,5000,1,2,0.0001,165.43
hip-nvidia,128,5000,1,2,0.0001,165.365
hip-nvidia,128,5000,1,2,0.0001,165.43
hip-nvidia,128,5000,1,2,0.0001,910.104
hip-nvidia,128,5000,1,2,0.0001,245.91
hip-nvidia,128,5000,1,2,0.0001,1031.53
hip-nvidia,128,5000,1,2,0.0001,355.161
hip-nvidia,128,5000,1,2,0.0001,922.141
hip-nvidia,128,5000,1,2,0.0001,2098.58
hip-nvidia,128,5000,1,2,0.0001,1242.25
hip-nvidia,128,5000,1,2,0.0001,186.443
hip-nvidia,128,5000,1,2,0.0001,311.248
hip-nvidia,128,5000,1,2,0.0001,173.917
hip-nvidia,128,5000,1,2,0.0001,192.857
hip-nvidia,128,5000,1,2,0.0001,235.067
hip-nvidia,128,5000,1,2,0.0001,216.724
hip-nvidia,128,5000,1,2,0.0001,396.156
hip-nvidia,128,5000,1,2,0.0001,277.959
hip-nvidia,128,5000,1,2,0.0001,178.313
hip-nvidia,128,5000,1,2,0.0001,302.629
hip-nvidia,128,5000,1,2,0.0001,306.982
hip-nvidia,128,5000,1,2,0.0001,285.232
hip-nvidia,128,5000,1,2,0.0001,200.411
hip-nvidia,128,5000,1,2,0.0001,210.364
hip-nvidia,128,5000,1,2,0.0001,220.566
hip-nvidia,128,5000,1,2,0.0001,419.219
hip-nvidia,128,5000,1,2,0.0001,434.045
hip-nvidia,128,5000,1,2,0.0001,666.268
hip-nvidia,128,5000,1,2,0.0001,431.201
hip-nvidia,128,5000,1,2,0.0001,331.348
hip-nvidia,128,5000,1,2,0.0001,474.887
hip-nvidia,128,5000,1,2,0.0001,496.811
hip-nvidia,128,5000,1,2,0.0001,345.914
hip-nvidia,128,5000,1,2,0.0001,665.638
hip-nvidia,128,5000,1,2,0.0001,1150.11
hip-nvidia,128,5000,1,2,0.0001,231.105
hip-nvidia,128,5000,1,2,0.0001,1414.37
hip-nvidia,128,5000,1,2,0.0001,621.8
hip-nvidia,128,5000,1,2,0.0001,597.901
hip-nvidia,128,5000,1,2,0.0001,391.749
hip-nvidia,128,5000,1,2,0.0001,422.377
hip-nvidia,128,5000,1,2,0.0001,343.548
hip-nvidia,128,5000,1,2,0.0001,1136.55
hip-nvidia,128,5000,1,2,0.0001,982.182
hip-nvidia,128,5000,1,2,0.0001,436.888
hip-nvidia,128,5000,1,2,0.0001,634.793
hip-nvidia,128,5000,1,2,0.0001,633.143
hip-nvidia,128,5000,1,2,0.0001,322.797
hip-nvidia,128,5000,1,2,0.0001,637.093
hip-nvidia,128,5000,1,2,0.0001,316.404
hip-nvidia,128,5000,1,2,0.0001,681.81
hip-nvidia,128,5000,1,2,0.0001,311.356
hip-nvidia,128,5000,1,2,0.0001,179.334
hip-nvidia,128,5000,1,2,0.0001,365.179
hip-nvidia,128,5000,1,2,0.0001,314.536
hip-nvidia,128,5000,1,2,0.0001,239.191
hip-nvidia,128,5000,1,2,0.0001,841.889
hip-nvidia,128,5000,1,2,0.0001,608.201
hip-nvidia,128,5000,1,2,0.0001,225.819
hip-nvidia,128,5000,1,2,0.0001,312.159
hip-nvidia,128,5000,1,2,0.0001,211.579
hip-nvidia,128,5000,1,2,0.0001,252.009
hip-nvidia,128,5000,1,2,0.0001,227.751
hip-nvidia,128,5000,1,2,0.0001,169.175
hip-nvidia,128,5000,1,2,0.0001,170.966
hip-nvidia,128,5000,1,2,0.0001,165.875
hip-nvidia,128,5000,1,2,0.0001,818.869
hip-nvidia,128,5000,1,2,0.0001,420.956
hip-nvidia,128,5000,1,2,0.0001,276.017
hip-nvidia,128,5000,1,2,0.0001,199.011
hip-nvidia,128,5000,1,2,0.0001,361.738
hip-nvidia,128,5000,1,2,0.0001,254.831
hip-nvidia,128,5000,1,2,0.0001,207.27
hip-nvidia,128,5000,1,2,0.0001,166.331
hip-nvidia,128,5000,1,2,0.0001,1031.26
hip-nvidia,128,5000,1,2,0.0001,342.505
hip-nvidia,128,5000,1,2,0.0001,527.787
hip-nvidia,128,5000,1,2,0.0001,355.205
hip-nvidia,128,5000,1,2,0.0001,853.655
hip-nvidia,128,5000,1,2,0.0001,983.192
hip-nvidia,128,5000,1,2,0.0001,975.681
hip-nvidia,128,5000,1,2,0.0001,1137.45
hip-nvidia,128,5000,1,2,0.0001,754.366
hip-nvidia,128,5000,1,2,0.0001,869.436
hip-nvidia,128,5000,1,2,0.0001,222.009
hip-nvidia,128,5000,1,2,0.0001,1265.39
hip-nvidia,128,5000,1,2,0.0001,548.3
hip-nvidia,128,5000,1,2,0.0001,293.415
hip-nvidia,128,5000,1,2,0.0001,270.167
hip-nvidia,128,5000,1,2,0.0001,169.587
hip-nvidia,128,5000,1,2,0.0001,163.628
hip-nvidia,128,5000,1,2,0.0001,221.771
hip-nvidia,128,5000,1,2,0.0001,163.932
hip-nvidia,128,5000,1,2,0.0001,239.462
hip-nvidia,128,5000,1,2,0.0001,194.398
hip-nvidia,128,5000,1,2,0.0001,251.315
hip-nvidia,128,5000,1,2,0.0001,218.417
hip-nvidia,128,5000,1,2,0.0001,162.673
hip-nvidia,128,5000,1,2,0.0001,161.903
hip-nvidia,128,5000,1,2,0.0001,195.168
hip-nvidia,128,5000,1,2,0.0001,325.097
hip-nvidia,128,5000,1,2,0.0001,238.138
hip-nvidia,128,5000,1,2,0.0001,399.834
hip-nvidia,128,5000,1,2,0.0001,216.181
hip-nvidia,128,5000,1,2,0.0001,181.211
hip-nvidia,128,5000,1,2,0.0001,263.188
hip-nvidia,128,5000,1,2,0.0001,323.827
hip-nvidia,128,5000,1,2,0.0001,620.683
hip-nvidia,128,5000,1,2,0.0001,1122.96
hip-nvidia,128,5000,1,2,0.0001,723.423
hip-nvidia,128,5000,1,2,0.0001,289.063
hip-nvidia,128,5000,1,2,0.0001,249.545
hip-nvidia,128,5000,1,2,0.0001,215.248
hip-nvidia,128,5000,1,2,0.0001,300.351
hip-nvidia,128,5000,1,2,0.0001,244.607
hip-nvidia,128,5000,1,2,0.0001,320.375
hip-nvidia,128,5000,1,2,0.0001,263.764
hip-nvidia,128,5000,1,2,0.0001,279.621
hip-nvidia,128,5000,1,2,0.0001,366.167
hip-nvidia,128,5000,1,2,0.0001,837.254
hip-nvidia,128,5000,1,2,0.0001,694.639
hip-nvidia,128,5000,1,2,0.0001,358.406
hip-nvidia,128,5000,1,2,0.0001,1035.22
hip-nvidia,128,5000,1,2,0.0001,812.824
hip-nvidia,128,5000,1,2,0.0001,710.355
hip-nvidia,128,5000,1,2,0.0001,366.785
hip-nvidia,128,5000,1,2,0.0001,274.682
hip-nvidia,128,5000,1,2,0.0001,316.739
hip-nvidia,128,5000,1,2,0.0001,323.338
hip-nvidia,128,5000,1,2,0.0001,166.732
hip-nvidia,128,5000,1,2,0.0001,359.438
hip-nvidia,128,5000,1,2,0.0001,200.976
hip-nvidia,128,5000,1,2,0.0001,168.892
hip-nvidia,128,5000,1,2,0.0001,165.408
hip-nvidia,128,5000,1,2,0.0001,242.089
hip-nvidia,128,5000,1,2,0.0001,241.209
hip-nvidia,128,5000,1,2,0.0001,161.653
hip-nvidia,128,5000,1,2,0.0001,281.108
hip-nvidia,128,5000,1,2,0.0001,257.957
hip-nvidia,128,5000,1,2,0.0001,176.001
hip-nvidia,128,5000,1,2,0.0001,202.636
hip-nvidia,128,5000,1,2,0.0001,165.929
hip-nvidia,128,5000,1,2,0.0001,173.548
hip-nvidia,128,5000,1,2,0.0001,237.53
hip-nvidia,128,5000,1,2,0.0001,254.755
hip-nvidia,128,5000,1,2,0.0001,174.579
hip-nvidia,128,5000,1,2,0.0001,225.797
hip-nvidia,128,5000,1,2,0.0001,342.723
hip-nvidia,128,5000,1,2,0.0001,242.859
hip-nvidia,128,5000,1,2,0.0001,241.296
hip-nvidia,128,5000,1,2,0.0001,258.575
hip-nvidia,128,5000,1,2,0.0001,754.106
hip-nvidia,128,5000,1,2,0.0001,573.057
hip-nvidia,128,5000,1,2,0.0001,347.011
hip-nvidia,128,5000,1,2,0.0001,192.846
hip-nvidia,128,5000,1,2,0.0001,276.191
hip-nvidia,128,5000,1,2,0.0001,221.499
hip-nvidia,128,5000,1,2,0.0001,410.753
hip-nvidia,128,5000,1,2,0.0001,208.497
hip-nvidia,128,5000,1,2,0.0001,187.68
hip-nvidia,128,5000,1,2,0.0001,253.485
hip-nvidia,128,5000,1,2,0.0001,874.418
hip-nvidia,128,5000,1,2,0.0001,1191.2
hip-nvidia,128,5000,1,2,0.0001,991.831
hip-nvidia,128,5000,1,2,0.0001,190.1
hip-nvidia,128,5000,1,2,0.0001,233.59
hip-nvidia,128,5000,1,2,0.0001,539.541
hip-nvidia,128,5000,1,2,0.0001,204.926
hip-nvidia,128,5000,1,2,0.0001,211.351
hip-nvidia,128,5000,1,2,0.0001,238.779
hip-nvidia,128,5000,1,2,0.0001,171.411
hip-nvidia,128,5000,1,2,0.0001,228.685
hip-nvidia,128,5000,1,2,0.0001,189.959
hip-nvidia,128,5000,1,2,0.0001,333.573
hip-nvidia,128,5000,1,2,0.0001,172.876
hip-nvidia,128,5000,1,2,0.0001,165.332
hip-nvidia,128,5000,1,2,0.0001,172.951
hip-nvidia,128,5000,1,2,0.0001,211.807
hip-nvidia,128,5000,1,2,0.0001,164.974
hip-nvidia,128,5000,1,2,0.0001,206.598
hip-nvidia,128,5000,1,2,0.0001,791.528
hip-nvidia,128,5000,1,2,0.0001,467.843
hip-nvidia,128,5000,1,2,0.0001,272.652
hip-nvidia,128,5000,1,2,0.0001,197.438
hip-nvidia,128,5000,1,2,0.0001,233.059
hip-nvidia,128,5000,1,2,0.0001,198.685
hip-nvidia,128,5000,1,2,0.0001,382.675
hip-nvidia,128,5000,1,2,0.0001,297.464
hip-nvidia,128,5000,1,2,0.0001,251.488
hip-nvidia,128,5000,1,2,0.0001,194.138
hip-nvidia,128,5000,1,2,0.0001,143.897
hip-nvidia,128,5000,1,2,0.0001,184.207
hip-nvidia,128,5000,1,2,0.0001,197.708
hip-nvidia,128,5000,1,2,0.0001,348.476
hip-nvidia,128,5000,1,2,0.0001,397.533
hip-nvidia,128,5000,1,2,0.0001,171.432
hip-nvidia,128,5000,1,2,0.0001,236.293
hip-nvidia,128,5000,1,2,0.0001,974.302
hip-nvidia,128,5000,1,2,0.0001,510.052
hip-nvidia,128,5000,1,2,0.0001,978.796
hip-nvidia,128,5000,1,2,0.0001,219.372
hip-nvidia,128,5000,1,2,0.0001,237.509
hip-nvidia,128,5000,1,2,0.0001,233.536
hip-nvidia,128,5000,1,2,0.0001,414.996
hip-nvidia,128,5000,1,2,0.0001,161.653
hip-nvidia,128,5000,1,2,0.0001,241.46
hip-nvidia,128,5000,1,2,0.0001,272.619
hip-nvidia,128,5000,1,2,0.0001,161.24
hip-nvidia,128,5000,1,2,0.0001,298.256
hip-nvidia,128,5000,1,2,0.0001,1159.73
hip-nvidia,128,5000,1,2,0.0001,1192.5
hip-nvidia,128,5000,1,2,0.0001,925.7
hip-nvidia,128,5000,1,2,0.0001,681.593
hip-nvidia,128,5000,1,2,0.0001,447.503
hip-nvidia,128,5000,1,2,0.0001,258.163
hip-nvidia,128,5000,1,2,0.0001,220.414
hip-nvidia,128,5000,1,2,0.0001,735.101
hip-nvidia,128,5000,1,2,0.0001,165.148
hip-nvidia,128,5000,1,2,0.0001,353.403
hip-nvidia,128,5000,1,2,0.0001,279.045
hip-nvidia,128,5000,1,2,0.0001,250.75
hip-nvidia,128,5000,1,2,0.0001,550.818
hip-nvidia,128,5000,1,2,0.0001,286.6
hip-nvidia,128,5000,1,2,0.0001,207.347
hip-nvidia,128,5000,1,2,0.0001,284.516
hip-nvidia,128,5000,1,2,0.0001,237.921
hip-nvidia,128,5000,1,2,0.0001,276.636
hip-nvidia,128,5000,1,2,0.0001,250.174
hip-nvidia,128,5000,1,2,0.0001,161.436
hip-nvidia,128,5000,1,2,0.0001,180.331
hip-nvidia,128,5000,1,2,0.0001,248.34
hip-nvidia,128,5000,1,2,0.0001,234.925
hip-nvidia,128,5000,1,2,0.0001,212.198
hip-nvidia,128,5000,1,2,0.0001,206.055
hip-nvidia,128,5000,1,2,0.0001,211.732
hip-nvidia,128,5000,1,2,0.0001,204.991
hip-nvidia,128,5000,1,2,0.0001,260.322
hip-nvidia,128,5000,1,2,0.0001,180.289
hip-nvidia,128,5000,1,2,0.0001,327.995
hip-nvidia,128,5000,1,2,0.0001,204.155
hip-nvidia,128,5000,1,2,0.0001,211.829
hip-nvidia,128,5000,1,2,0.0001,218.232
hip-nvidia,128,5000,1,2,0.0001,212.306
hip-nvidia,128,5000,1,2,0.0001,173.755
hip-nvidia,128,5000,1,2,0.0001,173.44
hip-nvidia,128,5000,1,2,0.0001,163.921
hip-nvidia,128,5000,1,2,0.0001,163.292
hip-nvidia,128,5000,1,2,0.0001,234.741
hip-nvidia,128,5000,1,2,0.0001,168.578
hip-nvidia,128,5000,1,2,0.0001,161.219
hip-nvidia,128,5000,1,2,0.0001,169.717
hip-nvidia,128,5000,1,2,0.0001,163.021
hip-nvidia,128,5000,1,2,0.0001,161.295
hip-nvidia,128,5000,1,2,0.0001,859.005
hip-nvidia,128,5000,1,2,0.0001,240.157
hip-nvidia,128,5000,1,2,0.0001,323.154
hip-nvidia,128,5000,1,2,0.0001,798.127
hip-nvidia,128,5000,1,2,0.0001,679.823
hip-nvidia,128,5000,1,2,0.0001,1154.09
hip-nvidia,128,5000,1,2,0.0001,1163.05
hip-nvidia,128,5000,1,2,0.0001,1151.19
hip-nvidia,128,5000,1,2,0.0001,919.807
hip-nvidia,128,5000,1,2,0.0001,1136.02
hip-nvidia,128,5000,1,2,0.0001,402.244
hip-nvidia,128,5000,1,2,0.0001,339.89
hip-nvidia,128,5000,1,2,0.0001,145.785
hip-nvidia,128,5000,1,2,0.0001,139.924
hip-nvidia,128,5000,1,2,0.0001,197.958
hip-nvidia,128,5000,1,2,0.0001,297.464
hip-nvidia,128,5000,1,2,0.0001,182.958
hip-nvidia,128,5000,1,2,0.0001,169.891
hip-nvidia,128,5000,1,2,0.0001,207.054
hip-nvidia,128,5000,1,2,0.0001,227.404
hip-nvidia,128,5000,1,2,0.0001,149.204
hip-nvidia,128,5000,1,2,0.0001,292.601
hip-nvidia,128,5000,1,2,0.0001,333.541
hip-nvidia,128,5000,1,2,0.0001,217.777
hip-nvidia,128,5000,1,2,0.0001,147.315
hip-nvidia,128,5000,1,2,0.0001,266.151
hip-nvidia,128,5000,1,2,0.0001,217.104
hip-nvidia,128,5000,1,2,0.0001,238.04
hip-nvidia,128,5000,1,2,0.0001,158.245
hip-nvidia,128,5000,1,2,0.0001,353.131
hip-nvidia,128,5000,1,2,0.0001,249.035
hip-nvidia,128,5000,1,2,0.0001,207.336
hip-nvidia,128,5000,1,2,0.0001,331.023
hip-nvidia,128,5000,1,2,0.0001,272.62
hip-nvidia,128,5000,1,2,0.0001,393.615
hip-nvidia,128,5000,1,2,0.0001,889.005
hip-nvidia,128,5000,1,2,0.0001,857.084
hip-nvidia,128,5000,1,2,0.0001,1051.54
hip-nvidia,128,5000,1,2,0.0001,804.921
hip-nvidia,128,5000,1,2,0.0001,193.4
hip-nvidia,128,5000,1,2,0.0001,298.18
hip-nvidia,128,5000,1,2,0.0001,161.913
hip-nvidia,128,5000,1,2,0.0001,255.569
hip-nvidia,128,5000,1,2,0.0001,146.403
hip-nvidia,128,5000,1,2,0.0001,250.099
hip-nvidia,128,5000,1,2,0.0001,198.381
hip-nvidia,128,5000,1,2,0.0001,1227.83
hip-nvidia,128,5000,1,2,0.0001,1086.54
hip-nvidia,128,5000,1,2,0.0001,901.79
hip-nvidia,128,5000,1,2,0.0001,825.457
hip-nvidia,128,5000,1,2,0.0001,194.127
hip-nvidia,128,5000,1,2,0.0001,301.696
hip-nvidia,128,5000,1,2,0.0001,744.598
hip-nvidia,128,5000,1,2,0.0001,443.596
hip-nvidia,128,5000,1,2,0.0001,309.663
hip-nvidia,128,5000,1,2,0.0001,452.778
hip-nvidia,128,5000,1,2,0.0001,260.084
hip-nvidia,128,5000,1,2,0.0001,205.437
hip-nvidia,128,5000,1,2,0.0001,186.789
hip-nvidia,128,5000,1,2,0.0001,191.761
hip-nvidia,128,5000,1,2,0.0001,687.302
hip-nvidia,128,5000,1,2,0.0001,192.716
hip-nvidia,128,5000,1,2,0.0001,143.874
hip-nvidia,128,5000,1,2,0.0001,220.718
hip-nvidia,128,5000,1,2,0.0001,245.388
hip-nvidia,128,5000,1,2,0.0001,233.851
hip-nvidia,128,5000,1,2,0.0001,203.103
hip-nvidia,128,5000,1,2,0.0001,185.422
hip-nvidia,128,5000,1,2,0.0001,176.555
hip-nvidia,128,5000,1,2,0.0001,184.912
hip-nvidia,128,5000,1,2,0.0001,185.216
hip-nvidia,128,5000,1,2,0.0001,146.686
hip-nvidia,128,5000,1,2,0.0001,184.587
hip-nvidia,128,5000,1,2,0.0001,141.78
hip-nvidia,128,5000,1,2,0.0001,141.943
hip-nvidia,128,5000,1,2,0.0001,190.306
hip-nvidia,128,5000,1,2,0.0001,168.578
hip-nvidia,128,5000,1,2,0.0001,211.818
hip-nvidia,128,5000,1,2,0.0001,194.149
hip-nvidia,128,5000,1,2,0.0001,145.242
hip-nvidia,128,5000,1,2,0.0001,738.433
hip-nvidia,128,5000,1,2,0.0001,146.556
hip-nvidia,128,5000,1,2,0.0001,392.725
hip-nvidia,128,5000,1,2,0.0001,316.837
hip-nvidia,128,5000,1,2,0.0001,147.359
hip-nvidia,128,5000,1,2,0.0001,211.677
hip-nvidia,128,5000,1,2,0.0001,254.765
hip-nvidia,128,5000,1,2,0.0001,148.868
hip-nvidia,128,5000,1,2,0.0001,192.553
hip-nvidia,128,5000,1,2,0.0001,237.976
hip-nvidia,128,5000,1,2,0.0001,156.106
hip-nvidia,128,5000,1,2,0.0001,199.282
hip-nvidia,128,5000,1,2,0.0001,758.143
hip-nvidia,128,5000,1,2,0.0001,776.898
hip-nvidia,128,5000,1,2,0.0001,1078.33
hip-nvidia,128,5000,1,2,0.0001,1134.73
hip-nvidia,128,5000,1,2,0.0001,585.018
hip-nvidia,128,5000,1,2,0.0001,189.644
hip-nvidia,128,5000,1,2,0.0001,343.233
hip-nvidia,128,5000,1,2,0.0001,298.397
hip-nvidia,128,5000,1,2,0.0001,316.903
hip-nvidia,128,5000,1,2,0.0001,192.759
hip-nvidia,128,5000,1,2,0.0001,213.012
